long,lat,tipo
-58.385526,-34.631108,Led
-58.386745,-34.631208,Led
-58.389033,-34.631416,Led
-58.390663,-34.63154,Led
-58.391342,-34.631673,Led
-58.390537,-34.632643,Led
-58.377212,-34.629635,Led
-58.390258,-34.635372,Led
-58.383395,-34.632812,Led
-58.382419,-34.634558,Led
-58.390175,-34.636495,Led
-58.390071,-34.63781,Led
-58.360905,-34.625382,Led
-58.357031,-34.627926,Led
-58.360274,-34.638992,Led
-58.358078,-34.642562,Led
-58.36146,-34.630114,Led
-58.360087,-34.63101,Led
-58.359291,-34.63017,Led
-58.357026,-34.632517,Led
-58.358511,-34.633093,Led
-58.35802,-34.63393,Led
-58.358989,-34.632283,Led
-58.362379,-34.632615,Led
-58.369455,-34.628314,Led
-58.364123,-34.629934,Led
-58.3634,-34.63042,Led
-58.362433,-34.631079,Led
-58.36092,-34.63191,Led
-58.360368,-34.63285,Led
-58.359413,-34.634487,Led
-58.358938,-34.635321,Led
-58.35845,-34.636139,Led
-58.361886,-34.633468,Led
-58.359878,-34.636718,Led
-58.36229,-34.635661,Led
-58.360868,-34.635089,Led
-58.36037,-34.635907,Led
-58.365919,-34.641435,Led
-58.367364,-34.641672,Led
-58.370544,-34.63079,Led
-58.370448,-34.631729,Led
-58.370369,-34.632671,Led
-58.370259,-34.633605,Led
-58.370106,-34.634556,Led
-58.369811,-34.636484,Led
-58.368061,-34.637173,Led
-58.369674,-34.637361,Led
-58.369585,-34.638014,Led
-58.369394,-34.639166,Led
-58.357548,-34.634762,Led
-58.369248,-34.640141,Led
-58.369951,-34.635553,Led
-58.368969,-34.641941,Led
-58.36882,-34.642914,Led
-58.36843,-34.645629,Led
-58.368104,-34.647944,Led
-58.367673,-34.649941,Led
-58.37229,-34.63387,Led
-58.371555,-34.637552,Led
-58.371401,-34.638238,Led
-58.371715,-34.636749,Led
-58.366634,-34.637011,Led
-58.367905,-34.638073,Led
-58.370661,-34.629484,Led
-58.371657,-34.630491,Led
-58.371957,-34.63078,Led
-58.372628,-34.63149,Led
-58.374484,-34.633454,Led
-58.373552,-34.637724,Led
-58.374066,-34.635089,Led
-58.376221,-34.632181,Led
-58.37584,-34.633252,Led
-58.375454,-34.634385,Led
-58.375274,-34.635258,Led
-58.37502,-34.636078,Led
-58.374901,-34.637199,Led
-58.374777,-34.637832,Led
-58.374608,-34.638729,Led
-58.374463,-34.639662,Led
-58.374125,-34.641587,Led
-58.373971,-34.64242,Led
-58.373706,-34.643629,Led
-58.373165,-34.646642,Led
-58.37303,-34.647411,Led
-58.372906,-34.648164,Led
-58.372793,-34.648866,Led
-58.377129,-34.634701,Led
-58.376784,-34.636276,Led
-58.376291,-34.637991,Led
-58.37584,-34.639559,Led
-58.375443,-34.6431,Led
-58.374334,-34.64698,Led
-58.373826,-34.648345,Led
-58.373263,-34.649371,Led
-58.379302,-34.632855,Led
-58.37813,-34.636676,Led
-58.377655,-34.63814,Led
-58.377099,-34.640392,Led
-58.376514,-34.642675,Led
-58.376277,-34.64369,Led
-58.375315,-34.647244,Led
-58.374915,-34.648548,Led
-58.374549,-34.649794,Led
-58.373866,-34.651691,Led
-58.379934,-34.64221,Led
-58.378901,-34.644906,Led
-58.377575,-34.647837,Led
-58.377155,-34.648852,Led
-58.37657,-34.650444,Led
-58.375833,-34.652332,Led
-58.374091,-34.656394,Led
-58.37347,-34.655814,Led
-58.382318,-34.635697,Led
-58.382832,-34.636979,Led
-58.381368,-34.638397,Led
-58.381103,-34.642152,Led
-58.378229,-34.649042,Led
-58.380419,-34.649473,Led
-58.382598,-34.649886,Led
-58.381157,-34.653729,Led
-58.38568,-34.650489,Led
-58.37857,-34.648084,Led
-58.386673,-34.639528,Led
-58.388153,-34.639058,Led
-58.388562,-34.639455,Led
-58.389885,-34.640208,Led
-58.39147,-34.640819,Led
-58.393805,-34.641543,Led
-58.396246,-34.642531,Led
-58.38977,-34.6418,Led
-58.389671,-34.642907,Led
-58.389579,-34.644097,Led
-58.382862,-34.645812,Led
-58.38936,-34.646825,Led
-58.389243,-34.648265,Led
-58.38913,-34.649675,Led
-58.388997,-34.651128,Led
-58.388905,-34.652427,Led
-58.388799,-34.653834,Led
-58.388658,-34.655612,Led
-58.388557,-34.656898,Led
-58.388462,-34.65818,Led
-58.390316,-34.634578,Led
-58.387362,-34.650795,Led
-58.392361,-34.649849,Led
-58.392245,-34.651366,Led
-58.395427,-34.651535,Led
-58.401795,-34.645822,Led
-58.401795,-34.645822,Led
-58.400863,-34.644953,Led
-58.400889,-34.630004,Led
-58.406136,-34.632632,Led
-58.406232,-34.631838,Led
-58.404775,-34.63164,Led
-58.396275,-34.630317,Led
-58.397784,-34.630578,Led
-58.399184,-34.631076,Led
-58.400588,-34.631555,Led
-58.402009,-34.632109,Led
-58.404566,-34.633125,Led
-58.406023,-34.63366,Led
-58.4079,-34.634254,Led
-58.400119,-34.632642,Led
-58.401602,-34.633189,Led
-58.401255,-34.634086,Led
-58.396867,-34.633038,Led
-58.39829,-34.633372,Led
-58.399693,-34.633719,Led
-58.399286,-34.634749,Led
-58.400917,-34.635033,Led
-58.402458,-34.635156,Led
-58.404066,-34.635522,Led
-58.405759,-34.6359,Led
-58.394851,-34.635121,Led
-58.393849,-34.634896,Led
-58.39596,-34.635367,Led
-58.397429,-34.635638,Led
-58.39891,-34.635898,Led
-58.400487,-34.636197,Led
-58.402129,-34.636486,Led
-58.40299,-34.636647,Led
-58.403794,-34.636787,Led
-58.405616,-34.637108,Led
-58.403047,-34.636394,Led
-58.398483,-34.636974,Led
-58.398007,-34.638176,Led
-58.397567,-34.63934,Led
-58.396911,-34.64092,Led
-58.403265,-34.639201,Led
-58.401853,-34.637635,Led
-58.408905,-34.640132,Led
-58.410089,-34.643094,Led
-58.409727,-34.645026,Led
-58.373391,-34.638487,Led
-58.406754,-34.645733,Led
-58.409196,-34.64729,Led
-58.404526,-34.650487,Led
-58.40537,-34.65021,Led
-58.408708,-34.649313,Led
-58.4101,-34.649373,Led
-58.411899,-34.649459,Led
-58.41328,-34.649513,Led
-58.411459,-34.650734,Led
-58.407411,-34.651698,Led
-58.407411,-34.651698,Led
-58.410228,-34.653779,Led
-58.410228,-34.653779,Led
-58.36438,-34.6049,Led
-58.362377,-34.613468,Led
-58.362218,-34.614803,Led
-58.362061,-34.616118,Led
-58.359779,-34.618197,Led
-58.359779,-34.618197,Led
-58.36085,-34.61783,Led
-58.3609,-34.6174,Led
-58.35981,-34.617791,Led
-58.35981,-34.617791,Led
-58.3619,-34.611582,Led
-58.36455,-34.60512,Led
-58.3619,-34.611582,Led
-58.358083,-34.617176,Led
-58.362733,-34.617536,Led
-58.362733,-34.617536,Led
-58.362929,-34.617937,Led
-58.363392,-34.611702,Led
-58.363392,-34.611702,Led
-58.364127,-34.59815,Led
-58.36403,-34.598952,Led
-58.363547,-34.603191,Led
-58.363443,-34.604972,Led
-58.363443,-34.604972,Led
-58.363153,-34.606571,Led
-58.362839,-34.609404,Led
-58.362699,-34.611644,Led
-58.362699,-34.611644,Led
-58.367875,-34.59921,Led
-58.36755,-34.60013,Led
-58.367363,-34.601661,Led
-58.367243,-34.602746,Led
-58.36717,-34.60513,Led
-58.366258,-34.611841,Led
-58.366255,-34.611823,Led
-58.366219,-34.609461,Led
-58.366102,-34.610964,Led
-58.36634,-34.61213,Led
-58.395917,-34.599825,Led
-58.395917,-34.599825,Led
-58.366,-34.61556,Led
-58.365851,-34.616884,Led
-58.367501,-34.600462,Led
-58.367477,-34.600669,Led
-58.357712,-34.619188,Led
-58.356419,-34.618048,Led
-58.35684,-34.61644,Led
-58.363861,-34.611948,Led
-58.36154,-34.604654,Led
-58.36154,-34.604654,Led
-58.360928,-34.604576,Led
-58.360928,-34.604576,Led
-58.365494,-34.620345,Led
-58.36728,-34.59834,Led
-58.368087,-34.598464,Led
-58.361632,-34.623299,Led
-58.359396,-34.624782,Led
-58.36063,-34.62219,Led
-58.359194,-34.620675,Led
-58.36574,-34.61802,Led
-58.402781,-34.592074,Led
-58.378696,-34.61971,Led
-58.36991,-34.58513,Led
-58.3673036,-34.5876653,Led
-58.3690659,-34.5841089,Led
-58.3667153,-34.5854443,Led
-58.3959977,-34.5816723,Led
-58.3981146,-34.5806821,Led
-58.4002084,-34.5797428,Led
-58.4014086,-34.5789185,Led
-58.4026076,-34.578214,Led
-58.4034636,-34.5776104,Led
-58.4048857,-34.5765384,Led
-58.4058065,-34.5757796,Led
-58.4078625,-34.574324,Led
-58.4089441,-34.5735785,Led
-58.4118243,-34.5718112,Led
-58.4094543,-34.5689816,Led
-58.4043219,-34.5759239,Led
-58.41219,-34.5721,Led
-58.4203092,-34.5658645,Led
-58.4238729,-34.5619673,Led
-58.4497749,-34.5453062,Led
-58.4274968,-34.5591745,Led
-58.4299661,-34.557204,Led
-58.4354785,-34.5532328,Led
-58.4395798,-34.5487123,Led
-58.407928,-34.5726033,Led
-58.4440501,-34.5475174,Led
-58.4473155,-34.5470244,Led
-58.4487855,-34.5468016,Led
-58.4495098,-34.5466944,Led
-58.4521164,-34.5462681,Led
-58.4391139,-34.5530135,Led
-58.4402519,-34.5536638,Led
-58.4386085,-34.5555468,Led
-58.442369,-34.5477735,Led
-58.4367504,-34.5515977,Led
-58.437568,-34.5506454,Led
-58.4165909,-34.5676852,Led
-58.4029062,-34.5743651,Led
-58.3931979,-34.5829726,Led
-58.3960533,-34.5833739,Led
-58.397287,-34.5830583,Led
-58.3993179,-34.5827041,Led
-58.4014636,-34.5819789,Led
-58.4025007,-34.5817101,Led
-58.4031771,-34.5814412,Led
-58.4045718,-34.5804458,Led
-58.4058055,-34.5795534,Led
-58.4069131,-34.5787522,Led
-58.4078702,-34.5780619,Led
-58.4098907,-34.5771738,Led
-58.4108926,-34.5767609,Led
-58.4131457,-34.5757718,Led
-58.4146702,-34.5748964,Led
-58.4179708,-34.5736233,Led
-58.4217947,-34.571886,Led
-58.4231859,-34.5710588,Led
-58.4245048,-34.5705639,Led
-58.4249932,-34.5745138,Led
-58.417267,-34.5774004,Led
-58.4060301,-34.5778097,Led
-58.4204823,-34.57221,Led
-58.43254,-34.56586,Led
-58.4223391,-34.5754924,Led
-58.4273352,-34.5728523,Led
-58.4117204,-34.5779383,Led
-58.3939155,-34.5840504,Led
-58.4052067,-34.5815403,Led
-58.430277,-34.5675222,Led
-58.4322451,-34.5661721,Led
-58.4344303,-34.5648814,Led
-58.4354914,-34.5642344,Led
-58.4364881,-34.563647,Led
-58.4382394,-34.5629145,Led
-58.4046637,-34.5786262,Led
-58.4015417,-34.5729247,Led
-58.4430167,-34.5524354,Led
-58.4419039,-34.5517766,Led
-58.4452953,-34.5595618,Led
-58.4460492,-34.5585788,Led
-58.4468848,-34.5576278,Led
-58.4477086,-34.5566636,Led
-58.4485278,-34.5557204,Led
-58.4493085,-34.5548009,Led
-58.4501159,-34.5538647,Led
-58.4509189,-34.5529226,Led
-58.4516341,-34.5521066,Led
-58.4530773,-34.5505269,Led
-58.4548124,-34.5489006,Led
-58.4573043,-34.5467038,Led
-58.4581437,-34.5460388,Led
-58.4597935,-34.5447229,Led
-58.4613215,-34.5433025,Led
-58.4620192,-34.5426529,Led
-58.4633723,-34.5414053,Led
-58.4648579,-34.5390627,Led
-58.4653212,-34.5382934,Led
-58.4663463,-34.5366698,Led
-58.453645,-34.548259,Led
-58.4498775,-34.5523114,Led
-58.447649,-34.55099,Led
-58.4589417,-34.5453889,Led
-58.4565158,-34.5473479,Led
-58.4614387,-34.5455504,Led
-58.4521318,-34.5536365,Led
-58.4554674,-34.5517702,Led
-58.423543,-34.5750555,Led
-58.42186,-34.56859,Led
-58.4324181,-34.5700083,Led
-58.4658127,-34.537495,Led
-58.4532916,-34.5543128,Led
-58.4183631,-34.5758389,Led
-58.4212343,-34.5758788,Led
-58.4523309,-34.5512991,Led
-58.458769,-34.5474361,Led
-58.3846886,-34.5868485,Led
-58.454289,-34.5511429,Led
-58.4565406,-34.5523538,Led
-58.4668173,-34.535898,Led
-58.431591,-34.5744685,Led
-58.4340922,-34.5719644,Led
-58.4357563,-34.5702301,Led
-58.4373876,-34.5682918,Led
-58.4380993,-34.5673177,Led
-58.4394381,-34.5661213,Led
-58.4403576,-34.5653779,Led
-58.4412515,-34.5646108,Led
-58.4425507,-34.5636789,Led
-58.4436731,-34.5628061,Led
-58.4446364,-34.5620307,Led
-58.4455436,-34.5611188,Led
-58.4442439,-34.5617224,Led
-58.4428002,-34.5623122,Led
-58.4368137,-34.5690769,Led
-58.4482139,-34.5598448,Led
-58.449437,-34.5591256,Led
-58.4366051,-34.5693263,Led
-58.4505688,-34.5583969,Led
-58.4505688,-34.5583969,Led
-58.4461904,-34.5629488,Led
-58.4471216,-34.5634606,Led
-58.4480335,-34.56399,Led
-58.4488907,-34.5645294,Led
-58.4497983,-34.565065,Led
-58.4513044,-34.5656936,Led
-58.4325482,-34.573586,Led
-58.4333588,-34.5727524,Led
-58.447014,-34.5619883,Led
-58.4479195,-34.5625393,Led
-58.4488322,-34.5630611,Led
-58.4497262,-34.5635781,Led
-58.4506224,-34.5641156,Led
-58.4515036,-34.5646451,Led
-58.4487226,-34.5615919,Led
-58.4496467,-34.5621233,Led
-58.4505282,-34.5626468,Led
-58.4270649,-34.5807299,Led
-58.4309793,-34.5777772,Led
-58.4306372,-34.5824153,Led
-58.4356212,-34.5784479,Led
-58.431633,-34.583147,Led
-58.4356489,-34.5861137,Led
-58.4373432,-34.5833505,Led
-58.4337759,-34.5847182,Led
-58.4328725,-34.5840617,Led
-58.435687,-34.581872,Led
-58.4345083,-34.5808546,Led
-58.4289623,-34.5809781,Led
-58.433598,-34.5800581,Led
-58.4377413,-34.5768273,Led
-58.4279976,-34.5817833,Led
-58.4271879,-34.5823927,Led
-58.4382632,-34.5841217,Led
-58.4392985,-34.5833425,Led
-58.4300156,-34.5801544,Led
-58.4325907,-34.5808674,Led
-58.427988,-34.5800278,Led
-58.4300031,-34.5819009,Led
-58.4289986,-34.5792788,Led
-58.399119,-34.5857653,Led
-58.3999491,-34.5850345,Led
-58.4005702,-34.5844647,Led
-58.4012001,-34.5838348,Led
-58.4020349,-34.583412,Led
-58.404048,-34.5834312,Led
-58.4050773,-34.5845788,Led
-58.4061851,-34.5834795,Led
-58.40824,-34.58284,Led
-58.4102484,-34.5822947,Led
-58.411127,-34.5820047,Led
-58.4142836,-34.58177,Led
-58.4152169,-34.5816785,Led
-58.4169398,-34.5815633,Led
-58.4127188,-34.5818828,Led
-58.411842,-34.5803821,Led
-58.4097672,-34.5810204,Led
-58.4084124,-34.5803726,Led
-58.4070869,-34.5847909,Led
-58.4092713,-34.5789232,Led
-58.4098282,-34.5798759,Led
-58.4103813,-34.5808105,Led
-58.4219452,-34.5828015,Led
-58.4202159,-34.5814005,Led
-58.420466,-34.5809251,Led
-58.4207887,-34.5818698,Led
-58.4214538,-34.5807268,Led
-58.4224082,-34.5803845,Led
-58.423422,-34.5796773,Led
-58.4244112,-34.5793226,Led
-58.4253107,-34.5787155,Led
-58.4265957,-34.57813,Led
-58.4274541,-34.5776622,Led
-58.4283271,-34.5774239,Led
-58.4237613,-34.5814817,Led
-58.4315018,-34.5765466,Led
-58.42308,-34.5837243,Led
-58.43012,-34.5769781,Led
-58.4299317,-34.5785789,Led
-58.4055964,-34.5823206,Led
-58.4240346,-34.5830039,Led
-58.4228963,-34.5821046,Led
-58.4262366,-34.5813413,Led
-58.4248839,-34.5823696,Led
-58.4253276,-34.5803595,Led
-58.4059069,-34.5855035,Led
-58.4072243,-34.5831981,Led
-58.4245225,-34.5809173,Led
-58.4346865,-34.585413,Led
-58.4106374,-34.5783782,Led
-58.413929,-34.5797272,Led
-58.4052704,-34.583443,Led
-58.4171496,-34.5843728,Led
-58.4159449,-34.5851488,Led
-58.40898,-34.5945093,Led
-58.4105022,-34.5907741,Led
-58.406077,-34.5925543,Led
-58.4071437,-34.5916465,Led
-58.4079296,-34.5908459,Led
-58.4089254,-34.590048,Led
-58.4095012,-34.5895408,Led
-58.4101367,-34.5890637,Led
-58.4110365,-34.588429,Led
-58.411554,-34.5880675,Led
-58.4121944,-34.5876319,Led
-58.4131422,-34.5869915,Led
-58.4140823,-34.5863667,Led
-58.4149822,-34.5857631,Led
-58.4159449,-34.5851488,Led
-58.4182867,-34.5835677,Led
-58.4072405,-34.5935593,Led
-58.4019027,-34.5864491,Led
-58.4123087,-34.5862931,Led
-58.4179391,-34.5875381,Led
-58.4156418,-34.5873375,Led
-58.4052351,-34.588876,Led
-58.4090888,-34.5917096,Led
-58.4097093,-34.592792,Led
-58.4103431,-34.593924,Led
-58.4111612,-34.5953983,Led
-58.4070158,-34.5901842,Led
-58.4185597,-34.5890641,Led
-58.4096159,-34.595643,Led
-58.4084642,-34.5961593,Led
-58.4161032,-34.5927357,Led
-58.4083497,-34.5865432,Led
-58.40904,-34.5875447,Led
-58.4095248,-34.5882171,Led
-58.4111791,-34.5903398,Led
-58.412439,-34.5917179,Led
-58.4135246,-34.5930473,Led
-58.4144226,-34.5940498,Led
-58.412935,-34.5923014,Led
-58.4151483,-34.5917582,Led
-58.4126357,-34.5947504,Led
-58.4178371,-34.5915414,Led
-58.4169781,-34.5903237,Led
-58.4168358,-34.5896244,Led
-58.4178549,-34.5896216,Led
-58.4156607,-34.5891968,Led
-58.4145347,-34.5881317,Led
-58.4109832,-34.585183,Led
-58.412759,-34.5893031,Led
-58.4117018,-34.5857892,Led
-58.4202473,-34.5900848,Led
-58.4133848,-34.5834808,Led
-58.4142761,-34.5840721,Led
-58.414997,-34.5845323,Led
-58.4174425,-34.5860679,Led
-58.4187883,-34.5869181,Led
-58.4194817,-34.5873436,Led
-58.4201676,-34.587772,Led
-58.4214946,-34.5885973,Led
-58.4224383,-34.5892282,Led
-58.4212518,-34.5869362,Led
-58.4222955,-34.5861417,Led
-58.4165288,-34.5867078,Led
-58.4196533,-34.5844529,Led
-58.4139149,-34.5904924,Led
-58.4116721,-34.5921949,Led
-58.40744,-34.5872342,Led
-58.4125837,-34.5840536,Led
-58.414074,-34.5851326,Led
-58.408282,-34.5881549,Led
-58.412747,-34.5936805,Led
-58.4251793,-34.5839398,Led
-58.4260438,-34.5832884,Led
-58.4242439,-34.5846575,Led
-58.4209572,-34.5852955,Led
-58.4205367,-34.5915751,Led
-58.4185626,-34.5852579,Led
-58.4263144,-34.5848478,Led
-58.4029823,-34.5872409,Led
-58.4084471,-34.5930528,Led
-58.4179223,-34.5886813,Led
-58.4062987,-34.5896458,Led
-58.4260635,-34.5860333,Led
-58.4040597,-34.588028,Led
-58.4135998,-34.5887701,Led
-58.4078662,-34.5949956,Led
-58.4147036,-34.5899121,Led
-58.4170629,-34.5881773,Led
-58.4193865,-34.5883975,Led
-58.41076,-34.58389,Led
-58.4189822,-34.5908081,Led
-58.4214463,-34.5896411,Led
-58.4198802,-34.5860883,Led
-58.4278447,-34.5846236,Led
-58.4088184,-34.5887688,Led
-58.4043279,-34.5895476,Led
-58.4061484,-34.5909035,Led
-58.4078764,-34.5924895,Led
-58.4109964,-34.5872108,Led
-58.4876756,-34.5514477,Led
-58.484028,-34.5496033,Led
-58.4579319,-34.5669863,Led
-58.4552331,-34.5654345,Led
-58.457832,-34.5655458,Led
-58.4577693,-34.5640742,Led
-58.4593906,-34.5621775,Led
-58.46098,-34.5603166,Led
-58.460077,-34.5597884,Led
-58.4618754,-34.560855,Led
-58.459474,-34.5636758,Led
-58.4585498,-34.5631421,Led
-58.4787706,-34.5548021,Led
-58.4778723,-34.5543028,Led
-58.4707075,-34.5540714,Led
-58.4665277,-34.5586517,Led
-58.4671994,-34.5578659,Led
-58.4682398,-34.5584172,Led
-58.4658465,-34.5594465,Led
-58.4696843,-34.55515,Led
-58.4751013,-34.5527753,Led
-58.4744271,-34.5524043,Led
-58.4760449,-34.5532865,Led
-58.4662286,-34.5573676,Led
-58.4691927,-34.5589173,Led
-58.4105584,-34.5865176,Led
-58.4159214,-34.5911079,Led
-58.4002201,-34.5865273,Led
-58.4143953,-34.5923707,Led
-58.4700971,-34.5593809,Led
-58.4269977,-34.5852981,Led
-58.4293971,-34.5833849,Led
-58.4545315,-34.5662357,Led
-58.4554436,-34.5667725,Led
-58.4563348,-34.5672869,Led
-58.457228,-34.5678165,Led
-58.4831055,-34.5491036,Led
-58.4538823,-34.5669851,Led
-58.4547925,-34.5675243,Led
-58.4556699,-34.5680318,Led
-58.4565821,-34.5685694,Led
-58.485782,-34.5472789,Led
-58.4694722,-34.5474144,Led
-58.4385022,-34.5734418,Led
-58.4449225,-34.5721786,Led
-58.4408083,-34.5721242,Led
-58.4419909,-34.5714757,Led
-58.4429191,-34.5708485,Led
-58.4441557,-34.5703686,Led
-58.444872,-34.5699931,Led
-58.4457329,-34.569599,Led
-58.4465906,-34.5691976,Led
-58.4471408,-34.5689636,Led
-58.4480861,-34.568313,Led
-58.4491324,-34.567955,Led
-58.4500051,-34.5674605,Led
-58.4508096,-34.5670015,Led
-58.452394,-34.5661319,Led
-58.4534287,-34.565574,Led
-58.4543074,-34.5649026,Led
-58.4550645,-34.5639026,Led
-58.4559235,-34.5629913,Led
-58.4566415,-34.5620157,Led
-58.4575868,-34.5611377,Led
-58.4584012,-34.5601871,Led
-58.4591989,-34.5592719,Led
-58.4599988,-34.5583334,Led
-58.4619458,-34.5561943,Led
-58.4625974,-34.5554778,Led
-58.4605062,-34.5575289,Led
-58.4645775,-34.5535192,Led
-58.4657958,-34.552035,Led
-58.4643998,-34.5502534,Led
-58.4675139,-34.5496817,Led
-58.4681452,-34.5488852,Led
-58.4686063,-34.5485383,Led
-58.4687892,-34.5480708,Led
-58.4699624,-34.5468178,Led
-58.4704988,-34.5460693,Led
-58.4710801,-34.5452749,Led
-58.4726234,-34.5429894,Led
-58.4731604,-34.5422549,Led
-58.4737359,-34.5414903,Led
-58.474312,-34.5407151,Led
-58.4749021,-34.539948,Led
-58.4747866,-34.5408495,Led
-58.4721973,-34.5438011,Led
-58.4562274,-34.5560594,Led
-58.4458316,-34.5715889,Led
-58.4463371,-34.5724301,Led
-58.4571189,-34.5565921,Led
-58.4727151,-34.5514462,Led
-58.4414019,-34.5744579,Led
-58.4609101,-34.5588482,Led
-58.4617818,-34.5593643,Led
-58.4636403,-34.5545192,Led
-58.471605,-34.5445863,Led
-58.4531484,-34.5627762,Led
-58.4817083,-34.544103,Led
-58.4424372,-34.5737762,Led
-58.4637454,-34.5560729,Led
-58.4613748,-34.5548449,Led
-58.4604165,-34.5543355,Led
-58.4589313,-34.5576758,Led
-58.4643586,-34.556384,Led
-58.4548664,-34.5623828,Led
-58.4429967,-34.569318,Led
-58.4743751,-34.5416784,Led
-58.4453805,-34.570825,Led
-58.4803337,-34.541693,Led
-58.4570413,-34.5664794,Led
-58.4670854,-34.5483555,Led
-58.4509648,-34.5686637,Led
-58.4561385,-34.5659575,Led
-58.4586552,-34.5646031,Led
-58.4506481,-34.5699157,Led
-58.4540725,-34.563327,Led
-58.4402643,-34.575161,Led
-58.4538688,-34.5690884,Led
-58.46614,-34.5478877,Led
-58.4652839,-34.5568728,Led
-58.4520994,-34.5701256,Led
-58.4769225,-34.5415459,Led
-58.4428023,-34.5723344,Led
-58.4776424,-34.5494713,Led
-58.4856892,-34.5439848,Led
-58.4692988,-34.5495401,Led
-58.4444437,-34.5681745,Led
-58.4415594,-34.5664934,Led
-58.4437348,-34.568731,Led
-58.4429741,-34.5679937,Led
-58.4548181,-34.560992,Led
-58.4523372,-34.5637142,Led
-58.4514271,-34.5631764,Led
-58.4520476,-34.5593338,Led
-58.4538381,-34.5604058,Led
-58.4529603,-34.5598643,Led
-58.4539599,-34.5618315,Led
-58.4577161,-34.5626357,Led
-58.4556767,-34.5614742,Led
-58.4000523,-34.5694387,Led
-58.40171,-34.56816,Led
-58.40356,-34.563327,Led
-58.4083838,-34.5600216,Led
-58.41156,-34.55733,Led
-58.4266853,-34.5520437,Led
-58.4170088,-34.5580305,Led
-58.4170088,-34.5580305,Led
-58.418445,-34.5543234,Led
-58.4287453,-34.5510266,Led
-58.3989964,-34.5700301,Led
-58.4701642,-34.5500289,Led
-58.4397374,-34.5727268,Led
-58.4417087,-34.5730547,Led
-58.4170088,-34.5580305,Led
-58.4102,-34.55841,Led
-58.3971407,-34.5678352,Led
-58.4170088,-34.5580305,Led
-58.446707,-34.5710959,Led
-58.4678459,-34.5514756,Led
-58.4565129,-34.560483,Led
-58.4500666,-34.5691767,Led
-58.4754192,-34.5393345,Led
-58.39933,-34.57528,Led
-58.4079789,-34.5750056,Led
-58.3856194,-34.5782054,Led
-58.3891698,-34.5764855,Led
-58.4580063,-34.5571306,Led
-58.4437526,-34.5674014,Led
-58.4572016,-34.558072,Led
-58.4017677,-34.5731498,Led
-58.4388665,-34.5452357,Led
-58.4569496,-34.5650256,Led
-58.3989964,-34.5700301,Led
-58.4264296,-34.6041213,Led
-58.40035,-34.56903,Led
-58.3989964,-34.5700301,Led
-58.4012259,-34.5658854,Led
-58.4594769,-34.5538469,Led
-58.384457,-34.5869402,Led
-58.3902367,-34.5855922,Led
-58.3917017,-34.5847335,Led
-58.3901878,-34.5850263,Led
-58.3917017,-34.5847335,Led
-58.3886447,-34.5853166,Led
-58.38976,-34.58455,Led
-58.3873164,-34.5857281,Led
-58.385826,-34.5865317,Led
-58.3828753,-34.5882854,Led
-58.3819083,-34.5887256,Led
-58.3808835,-34.5892709,Led
-58.3778661,-34.5910885,Led
-58.3754864,-34.5927777,Led
-58.3739115,-34.5936217,Led
-58.3726001,-34.5932106,Led
-58.3721812,-34.591774,Led
-58.3717326,-34.5913014,Led
-58.3794504,-34.5900509,Led
-58.3754864,-34.5927777,Led
-58.4765115,-34.5423795,Led
-58.3741117,-34.5833757,Led
-58.3717237,-34.5884161,Led
-58.3717237,-34.5884161,Led
-58.3715454,-34.5875915,Led
-58.3721826,-34.5857158,Led
-58.3726014,-34.5844558,Led
-58.3734136,-34.5830745,Led
-58.3742823,-34.5811043,Led
-58.3692797,-34.5837177,Led
-58.3711122,-34.5900937,Led
-58.374658,-34.588574,Led
-58.3733255,-34.5900262,Led
-58.4339203,-34.6029478,Led
-58.5234484,-34.629041,Led
-58.3690861,-34.5939461,Led
-58.3755836,-34.5842587,Led
-58.3839098,-34.5877249,Led
-58.451798,-34.5681881,Led
-58.4569938,-34.5600642,Led
-58.4668567,-34.5350274,Led
-58.4457409,-34.6073852,Led
-58.4393667,-34.5972427,Led
-58.4592252,-34.5966913,Led
-58.4529486,-34.5976579,Led
-58.4607825,-34.5965919,Led
-58.4542398,-34.5982216,Led
-58.4638742,-34.5964103,Led
-58.4494594,-34.5918826,Led
-58.4505562,-34.5798695,Led
-58.4403,-34.59859,Led
-58.4348419,-34.6011555,Led
-58.4362424,-34.6007073,Led
-58.4375858,-34.6002511,Led
-58.4387729,-34.5998737,Led
-58.4397615,-34.5989671,Led
-58.4407274,-34.5980941,Led
-58.4416375,-34.5972196,Led
-58.4425837,-34.5963577,Led
-58.4435327,-34.5954749,Led
-58.4442525,-34.5948017,Led
-58.4450834,-34.5940387,Led
-58.4458307,-34.5933401,Led
-58.4475766,-34.5917346,Led
-58.4487472,-34.5905892,Led
-58.4491569,-34.5901998,Led
-58.4510068,-34.5888708,Led
-58.4527993,-34.5882229,Led
-58.4538972,-34.5874283,Led
-58.4551194,-34.5869162,Led
-58.4381185,-34.6005648,Led
-58.4334691,-34.6016243,Led
-58.4486457,-34.5926291,Led
-58.4517223,-34.5952008,Led
-58.4520418,-34.5966225,Led
-58.451252,-34.5973511,Led
-58.4491615,-34.5873833,Led
-58.4523776,-34.5930599,Led
-58.4499644,-34.5789097,Led
-58.4522175,-34.5824598,Led
-58.4215253,-34.5964252,Led
