idSiniestro,NumVictimas,Anio,Mes,Dia,H,LugarHecho,TipoDeCalle,Calle,Cruce,Comuna,PosX,PosY,Participantes,Victima,Acusado,DiaSemana,Rol,Sexo,Edad,FechaFallecimiento,RangoHorario,Semestre
2016-0118,1,2016,Septiembre,4,3.0,AUTOPISTA 1 SUR PTE ARTURO FRONDIZI KM 2.9,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,Sin Cruce,1,-58.37936704,-34.62694503,AUTO-AUTO,AUTO,AUTO,Domingo,CONDUCTOR,MASCULINO,27.0,2016-09-04 00:00:00,madrugada,2
2016-0122,1,2016,Septiembre,13,7.0,AV EVA PERON 4233,AVENIDA,"PERON, EVA AV.",Sin Cruce,9,-58.47256391,-34.65194557,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,Martes,CICLISTA,MASCULINO,49.0,2016-09-13 00:00:00,mañana,2
2016-0123,1,2016,Septiembre,14,9.0,AV ASAMBLEA Y AV CNEL ESTEBAN BONORINO,AVENIDA,ASAMBLEA AV.,Con Cruce,7,-58.45130953,-34.64053676,MOTO-AUTO,MOTO,AUTO,Miércoles,CONDUCTOR,FEMENINO,58.0,SD,mañana,2
2016-0124,1,2016,Septiembre,16,15.0,AVDA RIVADAVIA Y RIVERA INDARTE,AVENIDA,RIVADAVIA AV.,Con Cruce,7,-58.46271207,-34.62884871,PEATON-PASAJEROS,PEATON,PASAJEROS,Viernes,PEATON,MASCULINO,67.0,SD,tarde,2
2016-0125,1,2016,Septiembre,17,12.0,AUTOPISTA PERITO MORENO Y AV JUAN B ALBERDI,AUTOPISTA,AUTOPISTA PERITO MORENO,Con Cruce,10,-58.49020869,-34.64243791,MOTO-MOTO,MOTO,MOTO,Sábado,CONDUCTOR,MASCULINO,30.0,SD,tarde,2
2016-0126,2,2016,Septiembre,18,22.0,IRIGOYEN Y TINOGASTA,CALLE,IRIGOYEN,Con Cruce,10,-58.52572109,-34.62125906,AUTO-CARGAS,AUTO,CARGAS,Domingo,CONDUCTOR,MASCULINO,37.0,SD,noche,2
2016-0126,2,2016,Septiembre,18,22.0,IRIGOYEN Y TINOGASTA,CALLE,IRIGOYEN,Con Cruce,10,-58.52572109,-34.62125906,AUTO-CARGAS,AUTO,CARGAS,Domingo,PASAJERO_ACOMPAÑANTE,MASCULINO,60.0,SD,noche,2
2016-0127,1,2016,Septiembre,24,10.0,AV MARIANO ACOSTA Y AV CNEL ROCA,AVENIDA,"ACOSTA, MARIANO",Con Cruce,8,-58.44094791,-34.66677111,PEATON-PASAJEROS,PEATON,PASAJEROS,Sábado,PEATON,MASCULINO,50.0,SD,mañana,2
2016-0128,1,2016,Octubre,2,11.0,CASTRO Y AV PAVON,AVENIDA,CASTRO,Con Cruce,5,-58.41914024,-34.63053890,PEATON-PASAJEROS,PEATON,PASAJEROS,Domingo,PEATON,FEMENINO,81.0,2016-10-02 00:00:00,mañana,2
2016-0130,1,2016,Octubre,4,12.0,AUTOPISTA 9 DE JULIO SUR Y AV BRASIL,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,Sin Cruce,1,-58.37910942,-34.62764717,MOTO-CARGAS,MOTO,CARGAS,Martes,CONDUCTOR,MASCULINO,29.0,2016-10-04 00:00:00,tarde,2
2016-0131,1,2016,Octubre,9,19.0,MIRAVE 3500,CALLE,MIRAVE,Sin Cruce,4,-58.39871183,-34.64539318,PEATON-AUTO,PEATON,AUTO,Domingo,PEATON,MASCULINO,35.0,SD,noche,2
2016-0132,1,2016,Octubre,10,2.0,AV SAN JUAN Y 24 DE NOVIEMBRE,AVENIDA,SAN JUAN AV.,Con Cruce,3,-58.41036975,-34.62477021,AUTO-PASAJEROS,AUTO,PASAJEROS,Lunes,PASAJERO_ACOMPAÑANTE,MASCULINO,30.0,2016-10-10 00:00:00,madrugada,2
2016-0133,1,2016,Octubre,14,0.0,AV LAS HERAS Y SANCHEZ DE BUSTAMANTE,AVENIDA,LAS HERAS GENERAL AV.,Con Cruce,14,-58.40204698,-34.58342690,MOTO-AUTO,MOTO,AUTO,Viernes,CONDUCTOR,MASCULINO,41.0,2016-10-25 00:00:00,madrugada,2
2016-0134,1,2016,Octubre,23,5.0,AV PIEDRA BUENA Y 2 DE ABRIL 1982,AVENIDA,PIEDRA BUENA AV.,Con Cruce,8,-58.48935287,-34.67648597,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,Domingo,CONDUCTOR,MASCULINO,25.0,2016-10-23 00:00:00,madrugada,2
2016-0136,1,2016,Octubre,25,0.0,AU BUENOS AIRES - LA PLATA KM. 4,AUTOPISTA,AUTOPISTA BUENOS AIRES - LA PLATA,Sin Cruce,4,.,.,MOTO-CARGAS,MOTO,CARGAS,Martes,CONDUCTOR,MASCULINO,42.0,SD,madrugada,2
2016-0137,1,2016,Octubre,25,0.0,AV SAN MARTIN Y LADINES,AVENIDA,SAN MARTIN AV.,Con Cruce,11,-58.51537091,-34.59035925,MOTO-MOTO,MOTO,MOTO,Martes,CONDUCTOR,MASCULINO,30.0,SD,madrugada,2
2016-0138,1,2016,Octubre,27,20.0,AV CABILDO Y BLANCO ENCALADA,AVENIDA,CABILDO AV.,Con Cruce,13,-58.45909670,-34.55922742,BICICLETA-CARGAS,BICICLETA,CARGAS,Jueves,CICLISTA,FEMENINO,33.0,SD,noche,2
2016-0139,1,2016,Octubre,28,23.0,AV PRESIDENTE FIGUEROA ALCORTA Y AV DORREGO,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",Con Cruce,14,-58.42008769,-34.56539579,MOTO-MOTO,MOTO,MOTO,Viernes,PASAJERO_ACOMPAÑANTE,FEMENINO,35.0,SD,noche,2
2016-0140,1,2016,Octubre,31,2.0,AV JURAMENTO Y VUELTA DE OBLIGADO,AVENIDA,JURAMENTO AV.,Con Cruce,13,-58.45566399,-34.56147293,PASAJEROS-PASAJEROS,PASAJEROS,PASAJEROS,Lunes,PASAJERO_ACOMPAÑANTE,MASCULINO,20.0,SD,madrugada,2
2016-0142,1,2016,Noviembre,5,23.0,AV DEL LIBERTADOR Y AV RAMOS MEJIA,AVENIDA,DEL LIBERTADOR AV.,Con Cruce,1,-58.37533517,-34.59276462,MOTO-PASAJEROS,MOTO,PASAJEROS,Sábado,CONDUCTOR,MASCULINO,46.0,2016-11-05 00:00:00,noche,2
2016-0144,1,2016,Noviembre,7,12.0,AV. ALTE. BROWN 984,AVENIDA,"BROWN, ALTE. AV.",Sin Cruce,4,-58.35975012,-34.63343907,PEATON-PASAJEROS,PEATON,PASAJEROS,Lunes,PEATON,MASCULINO,83.0,SD,tarde,2
2016-0145,1,2016,Noviembre,7,20.0,AV DEL LIBERTADOR Y LA PAMPA,AVENIDA,DEL LIBERTADOR AV.,Con Cruce,13,-58.44523595,-34.55953855,MOTO-AUTO,MOTO,AUTO,Lunes,CONDUCTOR,MASCULINO,39.0,2016-11-07 00:00:00,noche,2
2016-0146,1,2016,Noviembre,9,20.0,PICHINCHA Y AV BRASIL,AVENIDA,PICHINCHA AV.,Con Cruce,4,-58.39626094,-34.63036565,PEATON-PASAJEROS,PEATON,PASAJEROS,Miércoles,PEATON,FEMENINO,29.0,SD,noche,2
2016-0147,1,2016,Noviembre,16,21.0,AV INDEPENDENCIA Y VIRREY CEVALLOS,AVENIDA,INDEPENDENCIA AV.,Con Cruce,1,-58.38896772,-34.61799615,MOVIL-PASAJEROS,MOVIL,PASAJEROS,Miércoles,PASAJERO_ACOMPAÑANTE,MASCULINO,55.0,2016-11-16 00:00:00,noche,2
2016-0148,1,2016,Noviembre,16,22.0,AV GARMENDIA 4895,AVENIDA,GARMENDIA AV.,Sin Cruce,15,-58.46536113,-34.59484504,MOTO-MOTO,MOTO,MOTO,Miércoles,CONDUCTOR,MASCULINO,42.0,SD,noche,2
2016-0150,1,2016,Noviembre,18,18.0,AV AMANCIO ALCORTA Y DIOGENES TABORDA,AVENIDA,"ALCORTA, AMANCIO AV.",Con Cruce,4,-58.40879146,-34.65273216,CARGAS-CARGAS,CARGAS,CARGAS,Viernes,PASAJERO_ACOMPAÑANTE,MASCULINO,41.0,2016-11-18 00:00:00,noche,2
2016-0152,1,2016,Noviembre,23,21.0,AV PERITO MORENO Y ZUVIRIA,AVENIDA,"MORENO, PERITO AV.",Con Cruce,7,-58.46451841,-34.64991946,MOTO-AUTO,MOTO,AUTO,Miércoles,CONDUCTOR,MASCULINO,42.0,2016-11-24 00:00:00,noche,2
2016-0153,1,2016,Noviembre,25,15.0,ARAOZ Y AV CORDOBA,AVENIDA,ARAOZ,Con Cruce,15,-58.42917090,-34.59485488,PEATON-MOTO,PEATON,MOTO,Viernes,PEATON,FEMENINO,83.0,2016-11-25 00:00:00,tarde,2
2016-0154,1,2016,Noviembre,26,14.0,AV GRAL PAZ 15200,AVENIDA,"PAZ, GRAL. AV.",Sin Cruce,8,-58.49007772,-34.68251141,MOTO-MOTO,MOTO,MOTO,Sábado,CONDUCTOR,MASCULINO,38.0,SD,tarde,2
2016-0155,1,2016,Noviembre,26,16.0,MADERO 900,CALLE,MADERO,Sin Cruce,10,-58.52756365,-34.62772274,PEATON-AUTO,PEATON,AUTO,Sábado,PEATON,FEMENINO,29.0,SD,tarde,2
2016-0156,1,2016,Noviembre,26,19.0,AV INDEPENDENCIA Y DEAN FUNES,AVENIDA,INDEPENDENCIA AV.,Con Cruce,3,-58.40638983,-34.61943202,MOTO-PASAJEROS,MOTO,PASAJEROS,Sábado,CONDUCTOR,MASCULINO,23.0,2016-11-30 00:00:00,noche,2
2016-0157,1,2016,Diciembre,3,6.0,AV JUAN B JUSTO 5645,AVENIDA,"JUSTO, JUAN B. AV.",Sin Cruce,11,-58.47576807,-34.61740997,MOTO-MOTO,MOTO,MOTO,Sábado,CONDUCTOR,MASCULINO,23.0,SD,mañana,2
2016-0160,1,2016,Diciembre,6,5.0,AUTOPISTA PERITO MORENO ALTURA VELZ,AUTOPISTA,AUTOPISTA PERITO MORENO,Sin Cruce,9,-58.51927194,-34.63635787,CARGAS-OBJETO FIJO,CARGAS,OBJETO FIJO,Martes,CONDUCTOR,MASCULINO,29.0,2016-12-06 00:00:00,madrugada,2
2016-0161,1,2016,Diciembre,6,7.0,AV SANTA FE Y GODOY CRUZ,AVENIDA,SANTA FE AV.,Con Cruce,14,-58.42525456,-34.57866344,PEATON-PASAJEROS,PEATON,PASAJEROS,Martes,PEATON,MASCULINO,50.0,2016-12-06 00:00:00,mañana,2
2016-0162,1,2016,Diciembre,7,5.0,AV FEDERICO LACROZE Y AV FOREST,AVENIDA,"LACROZE, FEDERICO AV.",Con Cruce,15,-58.45396573,-34.58518167,PEATON-AUTO,PEATON,AUTO,Miércoles,PEATON,MASCULINO,38.0,2017-01-01 00:00:00,madrugada,2
2016-0163,1,2016,Diciembre,10,7.0,AV GRAL PAZ Y AV GENERAL MOSCONI,AVENIDA,"PAZ, GRAL. AV.",Con Cruce,11,-58.52340614,-34.59798754,MOTO-AUTO,MOTO,AUTO,Sábado,CONDUCTOR,MASCULINO,23.0,SD,mañana,2
2016-0164,1,2016,Diciembre,11,6.0,AV LA PLATA Y CNEL GREGORIO POMAR,AVENIDA,LA PLATA AV.,Con Cruce,4,-58.42323628,-34.64119105,AUTO-AUTO,AUTO,AUTO,Domingo,CONDUCTOR,MASCULINO,29.0,SD,mañana,2
2016-0165,1,2016,Diciembre,12,8.0,AV MARTIN GARCIA 300,AVENIDA,"GARCIA, MARTIN AV.",Sin Cruce,4,-58.36926144,-34.62841919,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,Lunes,CICLISTA,MASCULINO,37.0,SD,mañana,2
2016-0168,1,2016,Diciembre,13,10.0,AV LA PLATA Y CNEL GREGORIO POMAR,AVENIDA,LA PLATA AV.,Con Cruce,4,-58.42323628,-34.64119105,MOTO-AUTO,MOTO,AUTO,Martes,CONDUCTOR,MASCULINO,43.0,2016-12-13 00:00:00,mañana,2
2016-0169,1,2016,Diciembre,15,15.0,NUÑEZ Y AV RICARDO BALBIN,AVENIDA,NU?EZ,Con Cruce,12,-58.47935434,-34.55676497,MOTO-PASAJEROS,MOTO,PASAJEROS,Jueves,CONDUCTOR,MASCULINO,24.0,2016-12-16 00:00:00,tarde,2
2016-0170,1,2016,Diciembre,19,17.0,AV GRAL PAZ 4500,AVENIDA,"PAZ, GRAL. AV.",Sin Cruce,12,-58.50598256,-34.56379980,MOTO-AUTO,MOTO,AUTO,Lunes,PASAJERO_ACOMPAÑANTE,MASCULINO,21.0,2016-12-19 00:00:00,tarde,2
2016-0171,1,2016,Diciembre,25,19.0,AU BUENOS AIRES - LA PLATA Y AU 25 DE MAYO,AUTOPISTA,"HUERGO, ING. AV.",Con Cruce,1,-58.36607137,-34.62150748,MOTO-MOTO,MOTO,MOTO,Domingo,CONDUCTOR,MASCULINO,42.0,SD,noche,2
2016-0172,1,2016,Diciembre,26,8.0,AV GARAY Y CASTRO,AVENIDA,"GARAY, JUAN DE AV.",Con Cruce,5,-58.41918902,-34.63174259,MOTO-CARGAS,MOTO,CARGAS,Lunes,CONDUCTOR,MASCULINO,38.0,2016-12-26 00:00:00,mañana,2
2016-0173,1,2016,Diciembre,26,19.0,AV DIRECTORIO Y AV SAN PEDRITO,AVENIDA,DIRECTORIO AV.,Con Cruce,7,-58.46749188,-34.63551751,MOTO-CARGAS,MOTO,CARGAS,Lunes,CONDUCTOR,MASCULINO,35.0,SD,noche,2
2016-0175,1,2016,Diciembre,27,8.0,CNEL RAMON L FALCON Y MEMBRILLAR,CALLE,"FALCON, RAMON L.,CNEL.",Con Cruce,7,-58.46064174,-34.62960517,PEATON-BICICLETA,PEATON,BICICLETA,Martes,PEATON,FEMENINO,42.0,SD,mañana,2
2016-0176,1,2016,Diciembre,28,1.0,AV BELGRANO Y AV PASEO COLON,AVENIDA,BELGRANO AV.,Con Cruce,1,-58.36956186,-34.61232875,MOTO-PASAJEROS,MOTO,PASAJEROS,Miércoles,CONDUCTOR,MASCULINO,28.0,SD,madrugada,2
2016-0177,1,2016,Diciembre,29,4.0,ARENALES 3319,CALLE,ARENALES,Sin Cruce,14,-58.40966671,-34.58788235,PEATON-AUTO,PEATON,AUTO,Jueves,PEATON,FEMENINO,27.0,SD,madrugada,2
2016-0178,1,2016,Diciembre,30,16.0,REPUBLICA BOLIVARIANA DE VENEZUELA Y SAAVEDRA,CALLE,REPUBLICA BOLIVARIANA DE VENEZUELA,Con Cruce,3,-58.40288226,-34.61544091,MULTIPLE,PEATON,MULTIPLE,Viernes,PEATON,FEMENINO,7.0,SD,tarde,2
2017-0001,1,2017,Enero,2,1.0,AV. JUAN B JUSTO Y ACHUPALLAS,AVENIDA,"JUSTO, JUAN B. AV.",Con Cruce,11,-58.46594230,-34.61028571,MOTO-CARGAS,MOTO,CARGAS,Lunes,CONDUCTOR,MASCULINO,18.0,2017-01-02 00:00:00,madrugada,1
2017-0003,1,2017,Enero,5,3.0,OLAVARRIA Y AV. VELEZ SARSFIELD,AVENIDA,OLAVARRIA,Con Cruce,4,-58.38957669,-34.64410277,CARGAS-CARGAS,CARGAS,CARGAS,Jueves,PASAJERO_ACOMPAÑANTE,MASCULINO,33.0,2017-01-05 00:00:00,madrugada,1
2017-0007,1,2017,Enero,11,17.0,LIMA Y MEXICO,CALLE,LIMA,Con Cruce,1,-58.38161660,-34.61529543,MULTIPLE,PEATON,MULTIPLE,Miércoles,PEATON,MASCULINO,48.0,2017-01-11 00:00:00,tarde,1
2017-0008,1,2017,Enero,16,0.0,JOSE A CABRERA Y BONPLAND,CALLE,"CABRERA, JOSE A.",Con Cruce,14,-58.43917004,-34.58494351,MOTO-PASAJEROS,MOTO,PASAJEROS,Lunes,CONDUCTOR,MASCULINO,29.0,2017-01-16 00:00:00,madrugada,1
2017-0009,1,2017,Enero,16,13.0,AU 25 DE MAYO Y AV. BOEDO,AUTOPISTA,AUTOPISTA 25 DE MAYO,Sin Cruce,5,-58.41595919,-34.62743346,MOTO-CARGAS,MOTO,CARGAS,Lunes,CONDUCTOR,MASCULINO,36.0,2017-01-16 00:00:00,tarde,1
2017-0010,1,2017,Enero,16,16.0,AV. DIRECTORIO Y RIGLOS,AVENIDA,DIRECTORIO AV.,Con Cruce,6,-58.43564880,-34.62828656,MOTO-AUTO,MOTO,AUTO,Lunes,CONDUCTOR,MASCULINO,23.0,2017-01-16 00:00:00,tarde,1
2017-0011,1,2017,Enero,22,2.0,AV. GRAL. PAZ Y AV. R. BALBIN,AVENIDA,"PAZ, GRAL. AV.",Con Cruce,12,-58.50073810,-34.54979510,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,Domingo,PASAJERO_ACOMPAÑANTE,FEMENINO,29.0,2017-01-22 00:00:00,madrugada,1
2017-0012,1,2017,Enero,24,14.0,TRAFUL Y DIOGENES TABORDA,CALLE,TRAFUL,Con Cruce,4,-58.40969005,-34.65055290,MOTO-CARGAS,MOTO,CARGAS,Martes,CONDUCTOR,MASCULINO,30.0,2017-01-24 00:00:00,tarde,1
2017-0013,1,2017,Enero,27,7.0,IRIARTE 3055,AVENIDA,"IRIARTE, GRAL. AV.",Sin Cruce,4,-58.38972622,-34.65098981,PEATON-CARGAS,PEATON,CARGAS,Viernes,PEATON,MASCULINO,4.0,2017-01-27 00:00:00,mañana,1
2017-0014,1,2017,Enero,28,8.0,AV. DONADO Y ARIAS,AVENIDA,DONADO,Con Cruce,12,-58.49185972,-34.55046754,MULTIPLE,MOTO,MULTIPLE,Sábado,PASAJERO_ACOMPAÑANTE,FEMENINO,22.0,2017-01-28 00:00:00,mañana,1
2017-0015,1,2017,Febrero,2,15.0,CORDOBA AV. Y CALLAO,AVENIDA,CORDOBA AV.,Con Cruce,2,-58.39293417,-34.59963642,PEATON-AUTO,PEATON,AUTO,Jueves,PEATON,MASCULINO,82.0,2017-02-21 00:00:00,tarde,1
2017-0016,1,2017,Febrero,3,5.0,"AU 25 DE MAYO, KILOMETRO 8.3, SENTIDO HACIA PROVINCIA DE BUENOS AIRES, C.A.B.A.",AUTOPISTA,AUTOPISTA 25 DE MAYO,Sin Cruce,1,-58.38099494,-34.62288231,MOTO-CARGAS,MOTO,CARGAS,Viernes,CONDUCTOR,MASCULINO,27.0,2017-02-04 00:00:00,madrugada,1
2017-0017,1,2017,Febrero,6,8.0,AV. JUAN B JUSTO Y PARAGUAY,AVENIDA,"JUSTO, JUAN B. AV.",Con Cruce,14,-58.42901200,-34.58095431,MOTO-AUTO,MOTO,AUTO,Lunes,CONDUCTOR,MASCULINO,32.0,2017-02-06 00:00:00,mañana,1
2017-0018,1,2017,Febrero,9,7.0,AV. GRAL. PAZ Y AV. DE LOS CORRALES,AVENIDA,"PAZ, GRAL. AV.",Con Cruce,9,-58.50877521,-34.66977709,MOTO-AUTO,MOTO,AUTO,Jueves,CONDUCTOR,MASCULINO,30.0,2017-02-09 00:00:00,mañana,1
2017-0021,1,2017,Febrero,18,5.0,SARMIENTO Y LIBERTAD,CALLE,SARMIENTO,Con Cruce,1,-58.38362373,-34.60509972,MOTO-PASAJEROS,MOTO,PASAJEROS,Sábado,CONDUCTOR,MASCULINO,43.0,2017-02-18 00:00:00,madrugada,1
2017-0024,1,2017,Febrero,23,20.0,AV. RIVADAVIA 7121,AVENIDA,RIVADAVIA AV.,Sin Cruce,7,-58.46589308,-34.62955795,PEATON-PASAJEROS,PEATON,PASAJEROS,Jueves,PEATON,MASCULINO,39.0,2017-02-23 00:00:00,noche,1
2017-0026,2,2017,Febrero,26,5.0,AV. PERITO MORENO Y FOURNIER,AVENIDA,"MORENO, PERITO AV.",Con Cruce,4,-58.41842777,-34.64979057,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,Domingo,PASAJERO_ACOMPAÑANTE,FEMENINO,23.0,2017-02-26 00:00:00,madrugada,1
2017-0026,2,2017,Febrero,26,5.0,AV. PERITO MORENO Y FOURNIER,AVENIDA,"MORENO, PERITO AV.",Con Cruce,4,-58.41842777,-34.64979057,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,Domingo,CONDUCTOR,MASCULINO,19.0,2017-02-26 00:00:00,madrugada,1
2017-0027,1,2017,Febrero,26,21.0,AV. CASEROS 1429,AVENIDA,CASEROS AV.,Sin Cruce,1,-58.38332245,-34.63193250,PEATON-AUTO,PEATON,AUTO,Domingo,PEATON,MASCULINO,42.0,2017-02-26 00:00:00,noche,1
2017-0028,1,2017,Febrero,28,9.0,AV. GAONA Y FRAGATA SARMIENTO,AVENIDA,GAONA AV.,Con Cruce,6,-58.45475488,-34.61196327,PEATON-AUTO,PEATON,AUTO,Martes,PEATON,MASCULINO,87.0,2017-02-28 00:00:00,mañana,1
2017-0030,1,2017,Marzo,7,8.0,MOZART Y COLECTORA AV. TTE. LUIS J DELLEPIANE,AVENIDA,MOZART,Con Cruce,9,-58.47010988,-34.65872088,AUTO-PASAJEROS,AUTO,PASAJEROS,Martes,CONDUCTOR,FEMENINO,27.0,2017-03-07 00:00:00,mañana,1
2017-0031,1,2017,Marzo,11,1.0,24 DE NOVIEMBRE Y PAVON ,CALLE,24 DE NOVIEMBRE,Con Cruce,3,-58.40997560,-34.62873635,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,Sábado,PASAJERO_ACOMPAÑANTE,MASCULINO,70.0,2017-03-11 00:00:00,madrugada,1
2017-0032,1,2017,Marzo,12,5.0,AV. GRAL. PAZ Y PEDRO DE MENDOZA,AVENIDA,"PAZ, GRAL. AV.",Con Cruce,8,-58.48892175,-34.68359163,AUTO-AUTO,AUTO,AUTO,Domingo,PASAJERO_ACOMPAÑANTE,FEMENINO,40.0,2017-03-12 00:00:00,madrugada,1
2017-0033,1,2017,Marzo,12,7.0,AV. GRAL. PAZ KM. 10,AVENIDA,"PAZ, GRAL. AV.",Con Cruce,11,-58.52466448,-34.60325478,AUTO-AUTO,AUTO,AUTO,Domingo,CONDUCTOR,MASCULINO,28.0,2017-03-12 00:00:00,mañana,1
2017-0034,1,2017,Marzo,13,7.0,GODOY CRUZ 2651,CALLE,GODOY CRUZ,Sin Cruce,14,-58.42554218,-34.57929036,PEATON-AUTO,PEATON,AUTO,Lunes,PEATON,MASCULINO,43.0,2017-03-13 00:00:00,mañana,1
2017-0035,3,2017,Marzo,23,5.0,AV. DR. TRISTAN ACHAVAL RODRIGUEZ Y BLVD. AZUCENA VILLAFLOR,AVENIDA,"ACHAVAL RODRIGUEZ, T., DR. AV.",Con Cruce,1,-58.35881506,-34.61113641,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,Jueves,CONDUCTOR,MASCULINO,28.0,2017-03-23 00:00:00,madrugada,1
2017-0035,3,2017,Marzo,23,5.0,AV. DR. TRISTAN ACHAVAL RODRIGUEZ Y BLVD. AZUCENA VILLAFLOR,AVENIDA,"ACHAVAL RODRIGUEZ, T., DR. AV.",Con Cruce,1,-58.35881506,-34.61113641,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,Jueves,PASAJERO_ACOMPAÑANTE,MASCULINO,32.0,2017-03-23 00:00:00,madrugada,1
2017-0035,3,2017,Marzo,23,5.0,AV. DR. TRISTAN ACHAVAL RODRIGUEZ Y BLVD. AZUCENA VILLAFLOR,AVENIDA,"ACHAVAL RODRIGUEZ, T., DR. AV.",Con Cruce,1,-58.35881506,-34.61113641,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,Jueves,PASAJERO_ACOMPAÑANTE,MASCULINO,30.0,2017-03-23 00:00:00,madrugada,1
2017-0036,2,2017,Marzo,29,18.0,CURUPAYTI Y COLECTORA AV. GRAL. PAZ,AVENIDA,"PAZ, GRAL. AV.",Con Cruce,12,-58.51452347,-34.58159762,MOTO-PASAJEROS,MOTO,PASAJEROS,Miércoles,PASAJERO_ACOMPAÑANTE,FEMENINO,42.0,2017-03-29 00:00:00,noche,1
2017-0036,2,2017,Marzo,29,18.0,CURUPAYTI Y COLECTORA AV. GRAL. PAZ,AVENIDA,"PAZ, GRAL. AV.",Con Cruce,12,-58.51452347,-34.58159762,MOTO-PASAJEROS,MOTO,PASAJEROS,Miércoles,CONDUCTOR,MASCULINO,20.0,2017-03-29 00:00:00,noche,1
2017-0037,1,2017,Marzo,31,3.0,AV. INDEPENDENCIA Y VIRREY CEVALLOS,AVENIDA,INDEPENDENCIA AV.,Con Cruce,1,-58.38896772,-34.61799615,MOTO-CARGAS,MOTO,CARGAS,Viernes,CONDUCTOR,MASCULINO,41.0,2017-03-31 00:00:00,madrugada,1
2017-0038,1,2017,Abril,1,19.0,AV. CASTAÑARES Y LAUTARO,AVENIDA,CASTA?ARES AV.,Con Cruce,7,-58.44516857,-34.64363363,MOTO-AUTO,MOTO,AUTO,Sábado,CONDUCTOR,FEMENINO,40.0,2017-04-01 00:00:00,noche,1
2017-0040,1,2017,Abril,3,9.0,CAMINO CIUDAD UNUVERSITARIA Y AV. TTE. GUIRALDES,AVENIDA,"GUIRALDES, INT.",Sin Cruce,13,-58.43834197,-34.54560369,MULTIPLE,AUTO,MULTIPLE,Lunes,CONDUCTOR,MASCULINO,43.0,2017-04-03 00:00:00,mañana,1
2017-0041,1,2017,Abril,3,23.0,BALDOMERO FERNANDEZ MORENO 2186,CALLE,"FERNANDEZ MORENO, BALDOMERO",Sin Cruce,7,-58.45485084,-34.63531854,MOTO-AUTO,MOTO,AUTO,Lunes,CONDUCTOR,MASCULINO,17.0,SD,noche,1
2017-0042,1,2017,Abril,10,9.0,AV. LEOPOLDO LUGONES PKM 6900,AVENIDA,"LUGONES, LEOPOLDO AV.",Sin Cruce,14,.,.,MOTO-CARGAS,MOTO,CARGAS,Lunes,CONDUCTOR,MASCULINO,42.0,2017-04-10 00:00:00,mañana,1
2017-0045,1,2017,Abril,14,6.0,NOGOYA 5940,CALLE,NOGOYA,Sin Cruce,10,-58.52449285,-34.62454175,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,Viernes,CONDUCTOR,MASCULINO,21.0,2017-04-14 00:00:00,mañana,1
2017-0047,1,2017,Abril,23,6.0,AV. ARGENTINA Y AV. CORVALAN,AVENIDA,ARGENTINA AV.,Con Cruce,8,-58.46713742,-34.67198790,MOTO-AUTO,MOTO,AUTO,Domingo,CONDUCTOR,MASCULINO,37.0,2017-04-23 00:00:00,mañana,1
2017-0049,1,2017,Abril,27,18.0,AV. FERNANDEZ DE LA CRUZ Y VARELA,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",Con Cruce,8,-58.43850413,-34.65554754,PEATON-PASAJEROS,PEATON,PASAJEROS,Jueves,PEATON,MASCULINO,22.0,2017-04-27 00:00:00,noche,1
2017-0050,2,2017,Abril,28,11.0,AU PERITO MORENO Y RAMAL ENLACE AU1/AU6,AUTOPISTA,AUTOPISTA PERITO MORENO,Sin Cruce,9,.,.,MOTO-CARGAS,MOTO,CARGAS,Viernes,CONDUCTOR,MASCULINO,46.0,2017-04-28 00:00:00,mañana,1
2017-0050,2,2017,Abril,28,11.0,AU PERITO MORENO Y RAMAL ENLACE AU1/AU6,AUTOPISTA,AUTOPISTA PERITO MORENO,Sin Cruce,9,.,.,MOTO-CARGAS,MOTO,CARGAS,Viernes,PASAJERO_ACOMPAÑANTE,MASCULINO,16.0,2017-04-28 00:00:00,mañana,1
2017-0051,1,2017,Mayo,1,3.0,AU DELLEPIANE 2400,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,Sin Cruce,7,.,.,AUTO-AUTO,AUTO,AUTO,Lunes,CONDUCTOR,MASCULINO,33.0,2017-05-01 00:00:00,madrugada,1
