idSiniestro,NumVictimas,Anio,Mes,Dia,H,LugarHecho,TipoDeCalle,Calle,Cruce,Comuna,PosX,PosY,Participantes,Victima,Acusado,DiaSemana,Rol,Sexo,Edad,FechaFallecimiento,RangoHorario,Semestre
2018-0087,1,2018,Agosto,15,19.0,Pavon Av. Y Colombres,AVENIDA,PAVON AV.,Con Cruce,5,-58.41644362,-34.63023775,PEATON-PASAJEROS,PEATON,PASAJEROS,Miércoles,PEATON,MASCULINO,75.0,2018-08-20 00:00:00,noche,2
2018-0088,1,2018,Agosto,17,16.0,Av. Gral. Paz y Av. Dr. Ricardo Balbín,AVENIDA,"PAZ, GRAL. AV.",Con Cruce,12,-58.50073810,-34.54979510,MOTO-CARGAS,MOTO,CARGAS,Viernes,CONDUCTOR,MASCULINO,42.0,2018-08-17 00:00:00,tarde,2
2018-0089,1,2018,Agosto,17,17.0,Pichincha Av. y Brasil,AVENIDA,PICHINCHA AV.,Con Cruce,4,-58.39626094,-34.63036565,PEATON-PASAJEROS,PEATON,PASAJEROS,Viernes,PEATON,MASCULINO,80.0,2018-08-17 00:00:00,tarde,2
2018-0090,1,2018,Agosto,18,10.0,27 De Febrero Av. y Pergamino,AVENIDA,27 DE FEBRERO AV.,Con Cruce,8,-58.43284809,-34.67051543,MOTO-AUTO,MOTO,AUTO,Sábado,CONDUCTOR,MASCULINO,27.0,2018-08-18 00:00:00,mañana,2
2018-0091,1,2018,Agosto,19,18.0,AU Perito Moreno KM 1.8 ALTURA BARRAGAN SENTIDO PBA,AUTOPISTA,AUTOPISTA PERITO MORENO,Con Cruce,9,-58.52280139,-34.63659934,AUTO-AUTO,AUTO,AUTO,Domingo,PASAJERO_ACOMPAÑANTE,FEMENINO,23.0,2018-08-19 00:00:00,noche,2
2018-0092,1,2018,Agosto,20,8.0,Cordoba Av. y Gascon,AVENIDA,CORDOBA AV.,Con Cruce,14,-58.42336930,-34.59774487,MOTO-AUTO,MOTO,AUTO,Lunes,CONDUCTOR,MASCULINO,23.0,2018-08-20 00:00:00,mañana,2
2018-0093,1,2018,Agosto,20,8.0,15 De Noviembre De 1889 1513,CALLE,15 DE NOVIEMBRE DE 1889,Sin Cruce,1,-58.38691681,-34.63105973,PEATON-PASAJEROS,PEATON,PASAJEROS,Lunes,PEATON,MASCULINO,24.0,2018-08-20 00:00:00,mañana,2
2018-0094,1,2018,Agosto,23,5.0,"Salguero, Jeronimo y Beruti",CALLE,"SALGUERO, JERONIMO",Con Cruce,14,-58.41169020,-34.58579880,MOTO-PASAJEROS,MOTO,PASAJEROS,Jueves,CONDUCTOR,MASCULINO,32.0,2018-08-23 00:00:00,madrugada,2
2018-0095,1,2018,Agosto,26,0.0,"Lacarra Av. y Dellepiane, Luis, Tte. Gral.",AVENIDA,LACARRA AV.,Con Cruce,9,-58.46739825,-34.65117757,AUTO-AUTO,AUTO,AUTO,Domingo,PASAJERO_ACOMPAÑANTE,FEMENINO,49.0,2018-08-26 00:00:00,madrugada,2
2018-0096,1,2018,Agosto,31,22.0,"AU Héctor J. Cámpora y Roca, Cnel. Av.",AUTOPISTA,AUTOPISTA PRESIDENTE H?CTOR J. C?MPORA,Con Cruce,8,-58.44483258,-34.67152226,PEATON-AUTO,PEATON,AUTO,Viernes,PEATON,MASCULINO,39.0,2018-08-31 00:00:00,noche,2
2018-0097,1,2018,Septiembre,2,10.0,Av. Varela y Av. Int. Francisco Rabanal,AVENIDA,VARELA AV.,Con Cruce,8,-58.43254025,-34.66128115,AUTO-MOVIL,AUTO,OTRO,Domingo,CONDUCTOR,FEMENINO,35.0,2018-09-02 00:00:00,mañana,2
2018-0098,2,2018,Septiembre,9,5.0,Av. Gral. Paz e/ Ferre y Beron de Astrada,AVENIDA,"PAZ, GRAL. AV.",Con Cruce,8,-58.47199387,-34.69640164,AUTO-AUTO,AUTO,AUTO,Domingo,CONDUCTOR,MASCULINO,55.0,2018-09-09 00:00:00,madrugada,2
2018-0098,2,2018,Septiembre,9,5.0,Av. Gral. Paz e/ Ferre y Beron de Astrada,AVENIDA,"PAZ, GRAL. AV.",Con Cruce,8,-58.47199387,-34.69640164,AUTO-AUTO,AUTO,AUTO,Domingo,PASAJERO_ACOMPAÑANTE,MASCULINO,54.0,2018-09-09 00:00:00,madrugada,2
2018-0099,1,2018,Septiembre,12,14.0,Rivadavia Av. y Pedernera,AVENIDA,RIVADAVIA AV.,Con Cruce,7,-58.46411215,-34.62925068,PEATON-PASAJEROS,PEATON,PASAJEROS,Miércoles,PEATON,MASCULINO,18.0,2018-09-13 00:00:00,tarde,2
2018-0101,1,2018,Septiembre,21,0.0,"Paz, Gral. Av. y Zapiola",AVENIDA,"PAZ, GRAL. AV.",Con Cruce,12,-58.48098594,-34.54073130,MULTIPLE,AUTO,MULTIPLE,Viernes,CONDUCTOR,MASCULINO,42.0,2018-09-21 00:00:00,madrugada,2
2018-0102,1,2018,Septiembre,21,0.0,FAMATINA Y DIOGENES TABORDA,CALLE,FAMATINA,Con Cruce,4,-58.41083404,-34.64640709,MOTO-AUTO,MOTO,AUTO,Viernes,CONDUCTOR,MASCULINO,20.0,2018-09-21 00:00:00,madrugada,2
2018-0103,1,2018,Septiembre,27,17.0,Av. Castañares y Bonorino,AVENIDA,CASTA?ARES AV.,Con Cruce,7,-58.44609828,-34.64446729,PEATON-MOTO,PEATON,MOTO,Jueves,PEATON,MASCULINO,1.0,2018-09-29 00:00:00,tarde,2
2018-0104,1,2018,Octubre,1,8.0,AU Frondizi 9 de Julio Sur y Av. Suarez,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,Con Cruce,4,-58.37709334,-34.64035082,MOTO-MOTO,MOTO,MOTO,Lunes,CONDUCTOR,MASCULINO,22.0,2018-10-01 00:00:00,mañana,2
2018-0105,1,2018,Octubre,3,18.0,Nazca Av. y Rivadavia Av.,AVENIDA,NAZCA AV.,Con Cruce,7,-58.46963952,-34.63070603,PEATON-PASAJEROS,PEATON,PASAJEROS,Miércoles,PEATON,FEMENINO,56.0,2018-10-03 00:00:00,noche,2
2018-0106,1,2018,Octubre,4,22.0,"Figueroa Alcorta, Pres. Av. y Echeverria",AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",Con Cruce,13,-58.43674281,-34.55161027,MOTO-MOTO,MOTO,MOTO,Jueves,CONDUCTOR,MASCULINO,27.0,2018-10-04 00:00:00,noche,2
2018-0107,1,2018,Octubre,6,14.0,Rivadavia Av. y Jujuy Av.,AVENIDA,RIVADAVIA AV.,Con Cruce,3,-58.40596860,-34.61011987,PEATON-PASAJEROS,PEATON,PASAJEROS,Sábado,PEATON,FEMENINO,62.0,2018-10-06 00:00:00,tarde,2
2018-0108,1,2018,Octubre,9,14.0,"De Los Italianos Av. y Guemes, Macacha",AVENIDA,DE LOS ITALIANOS AV.,Con Cruce,1,-58.36154069,-34.60463618,MOTO-AUTO,MOTO,AUTO,Martes,CONDUCTOR,MASCULINO,37.0,2018-10-10 00:00:00,tarde,2
2018-0109,1,2018,Octubre,10,22.0,"Tucuman y Alem, Leandro N. Av.",AVENIDA,TUCUMAN,Con Cruce,1,-58.37062179,-34.60066507,PEATON-PASAJEROS,PEATON,PASAJEROS,Miércoles,PEATON,MASCULINO,34.0,2018-10-10 00:00:00,noche,2
2018-0110,1,2018,Octubre,13,3.0,"Corrientes Av. y Gallardo, Angel Av.",AVENIDA,CORRIENTES AV.,Con Cruce,15,-58.43220014,-34.60207186,PEATON-MOTO,PEATON,MOTO,Sábado,PEATON,MASCULINO,60.0,2018-10-14 00:00:00,madrugada,2
2018-0111,1,2018,Octubre,19,12.0,AU Perito Moreno y Av. Eva Perón SENTIDO CENTRO,AUTOPISTA,AUTOPISTA PERITO MORENO,Sin Cruce,9,-58.46958442,-34.64949724,MOTO-CARGAS,MOTO,CARGAS,Viernes,CONDUCTOR,MASCULINO,28.0,2018-10-19 00:00:00,tarde,2
2018-0112,1,2018,Octubre,24,9.0,Muñecas y Serrano,CALLE,MU?ECAS,Con Cruce,15,-58.44671397,-34.59970903,MOTO-CARGAS,MOTO,CARGAS,Miércoles,CONDUCTOR,FEMENINO,28.0,2018-10-24 00:00:00,mañana,2
2018-0113,1,2018,Octubre,25,11.0,"Artigas, Jose Gervasio, Gral. y Tres Arroyos",CALLE,"ARTIGAS, JOSE GERVASIO, GRAL.",Con Cruce,11,-58.47152163,-34.61474911,MOTO-CARGAS,MOTO,CARGAS,Jueves,CONDUCTOR,MASCULINO,20.0,2018-10-25 00:00:00,mañana,2
2018-0114,1,2018,Octubre,30,2.0,Solis e Independencia Av.,AVENIDA,SOLIS,Con Cruce,1,-58.39032921,-34.61807951,MOTO-AUTO,MOTO,AUTO,Martes,CONDUCTOR,MASCULINO,23.0,2018-10-30 00:00:00,madrugada,2
2018-0115,1,2018,Octubre,31,12.0,"Bosch, Ventura y Paz, Gral. Av.",CALLE,"BOSCH, VENTURA",Con Cruce,9,-58.52887773,-34.64297861,PEATON-PASAJEROS,PEATON,PASAJEROS,Miércoles,PEATON,MASCULINO,42.0,2018-11-01 00:00:00,tarde,2
2018-0116,1,2018,Noviembre,1,10.0,"Paz, Gral. Av. 14800",AVENIDA,"PAZ, GRAL. AV.",Sin Cruce,8,-58.49371157,-34.67981324,PEATON-CARGAS,PEATON,CARGAS,Jueves,PEATON,MASCULINO,48.0,2018-11-08 00:00:00,mañana,2
2018-0117,1,2018,Noviembre,4,8.0,Av. Eva Perón 5321,AVENIDA,"PERON, EVA AV.",Sin Cruce,9,-58.48266599,-34.66012327,MOTO-MOTO,MOTO,MOTO,Domingo,CONDUCTOR,MASCULINO,30.0,2018-11-08 00:00:00,mañana,2
2018-0118,1,2018,Noviembre,5,14.0,"Peron, Juan Domingo, Tte. General y Pueyrredon Av.",AVENIDA,"PERON, JUAN DOMINGO, TTE. GENERAL",Con Cruce,3,-58.40612253,-34.60774301,PEATON-MOTO,PEATON,MOTO,Lunes,PEATON,FEMENINO,80.0,2018-11-05 00:00:00,tarde,2
2018-0120,1,2018,Noviembre,9,13.0,Monroe y Alvarez Thomas Av.,AVENIDA,MONROE,Con Cruce,12,-58.48250732,-34.57208238,PEATON-AUTO,PEATON,AUTO,Viernes,PEATON,FEMENINO,51.0,2018-11-20 00:00:00,tarde,2
2018-0121,1,2018,Noviembre,9,16.0,Rivadavia Av. y Manzoni,AVENIDA,RIVADAVIA AV.,Con Cruce,10,-58.49945705,-34.63743280,PEATON-PASAJEROS,PEATON,PASAJEROS,Viernes,PEATON,FEMENINO,72.0,2018-11-09 00:00:00,tarde,2
2018-0122,1,2018,Noviembre,12,1.0,AU Dellepiane Luis Tte. Gral. y Larrazabal,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,Con Cruce,8,-58.47743966,-34.67233407,AUTO-AUTO,AUTO,AUTO,Lunes,CONDUCTOR,MASCULINO,33.0,2018-11-12 00:00:00,madrugada,2
2018-0124,1,2018,Noviembre,15,19.0,AU Perito Moreno y Reservistas Argentinos,AUTOPISTA,AUTOPISTA PERITO MORENO,Sin Cruce,9,-58.52144411,-34.63682499,CARGAS-CARGAS,CARGAS,CARGAS,Jueves,CONDUCTOR,MASCULINO,44.0,2018-11-15 00:00:00,noche,2
2018-0125,1,2018,Noviembre,16,21.0,Saenz Av. y Ventana,AVENIDA,SAENZ AV.,Con Cruce,4,-58.41650465,-34.65084045,PEATON-PASAJEROS,PEATON,PASAJEROS,Viernes,PEATON,MASCULINO,29.0,2018-11-17 00:00:00,noche,2
2018-0126,1,2018,Noviembre,18,12.0,Avda. General Paz y Cnel. Ramón Falcón,AVENIDA,"PAZ, GRAL. AV.",Con Cruce,9,-58.52994219,-34.64055918,MOTO-AUTO,MOTO,AUTO,Domingo,CONDUCTOR,MASCULINO,27.0,2018-11-23 00:00:00,tarde,2
2018-0127,1,2018,Noviembre,19,9.0,Av. Gral. Paz y Av. de los Constituyentes,AVENIDA,"PAZ, GRAL. AV.",Con Cruce,12,-58.50993046,-34.56919739,MOTO-MOTO,MOTO,MOTO,Lunes,CONDUCTOR,MASCULINO,29.0,2018-11-19 00:00:00,mañana,2
2018-0128,2,2018,Noviembre,25,4.0,"Paz, Gral. Av. 11200",AVENIDA,"PAZ, GRAL. AV.",Sin Cruce,9,-58.52844623,-34.64592873,AUTO-PASAJEROS,AUTO,PASAJEROS,Domingo,PASAJERO_ACOMPAÑANTE,MASCULINO,49.0,2018-11-25 00:00:00,madrugada,2
2018-0128,2,2018,Noviembre,25,4.0,"Paz, Gral. Av. 11200",AVENIDA,"PAZ, GRAL. AV.",Sin Cruce,9,-58.52844623,-34.64592873,AUTO-PASAJEROS,AUTO,PASAJEROS,Domingo,PASAJERO_ACOMPAÑANTE,FEMENINO,39.0,2018-11-25 00:00:00,madrugada,2
2018-0129,1,2018,Noviembre,28,4.0,"Newbery, Jorge Av. y Guevara",AVENIDA,"NEWBERY, JORGE AV.",Con Cruce,15,-58.45021367,-34.58695347,MOTO-PASAJEROS,MOTO,PASAJEROS,Miércoles,CONDUCTOR,MASCULINO,37.0,2018-11-30 00:00:00,madrugada,2
2018-0130,1,2018,Diciembre,3,3.0,Gaona Av. y Segurola Av.,AVENIDA,GAONA AV.,Con Cruce,10,-58.49022072,-34.62770192,MOTO-PASAJEROS,MOTO,PASAJEROS,Lunes,CONDUCTOR,MASCULINO,42.0,2018-12-03 00:00:00,madrugada,2
2018-0131,1,2018,Diciembre,7,19.0,"Madero, Eduardo Av. 550",AVENIDA,"MADERO, EDUARDO AV.",Sin Cruce,1,-58.36860866,-34.60106568,MOTO-CARGAS,MOTO,CARGAS,Viernes,CONDUCTOR,MASCULINO,29.0,2018-12-07 00:00:00,noche,2
2018-0132,1,2018,Diciembre,12,8.0,"AU Arturo Illia y Castillo, Ramon S.",AUTOPISTA,AUTOPISTA ARTURO ILLIA,Con Cruce,2,-58.39490504,-34.57241534,PEATON-CARGAS,PEATON,CARGAS,Miércoles,PEATON,MASCULINO,70.0,2018-12-12 00:00:00,mañana,2
2018-0133,1,2018,Diciembre,12,14.0,Nazca Av. y Rivadavia Av.,AVENIDA,NAZCA AV.,Con Cruce,7,-58.46963952,-34.63070603,PEATON-CARGAS,PEATON,CARGAS,Miércoles,PEATON,FEMENINO,60.0,2018-12-12 00:00:00,tarde,2
2018-0134,1,2018,Diciembre,12,21.0,La Plata Av. y Caseros Av.,AVENIDA,LA PLATA AV.,Con Cruce,7,-58.42349365,-34.64019887,PEATON-MOTO,PEATON,MOTO,Miércoles,PEATON,MASCULINO,56.0,2018-12-13 00:00:00,noche,2
2018-0135,1,2018,Diciembre,18,14.0,Belgrano Av. y Peru,AVENIDA,BELGRANO AV.,Con Cruce,1,-58.37471802,-34.61265002,PEATON-PASAJEROS,PEATON,PASAJEROS,Martes,PEATON,MASCULINO,80.0,2018-12-22 00:00:00,tarde,2
2018-0136,1,2018,Diciembre,18,15.0,Rivadavia Av. 7013,AVENIDA,RIVADAVIA AV.,Sin Cruce,7,-58.46438789,-34.62913916,PEATON-PASAJEROS,PEATON,PASAJEROS,Martes,PEATON,FEMENINO,70.0,2018-12-18 00:00:00,tarde,2
2018-0137,1,2018,Diciembre,18,20.0,Adolfo Alsina y Santiago del Estero,CALLE,"ALSINA, ADOLFO",Con Cruce,1,-58.38481975,-34.61100424,MOTO-PASAJEROS,MOTO,PASAJEROS,Martes,PASAJERO_ACOMPAÑANTE,MASCULINO,29.0,2018-12-19 00:00:00,noche,2
2018-0138,1,2018,Diciembre,21,9.0,Bermudez 1893,CALLE,BERMUDEZ,Sin Cruce,10,-58.50751833,-34.62073702,PASAJEROS-PASAJEROS,PASAJEROS,PASAJEROS,Viernes,PASAJERO_ACOMPAÑANTE,FEMENINO,79.0,2018-12-21 00:00:00,mañana,2
2018-0139,1,2018,Diciembre,22,6.0,Santander 1974,CALLE,SANTANDER,Sin Cruce,7,-58.44682986,-34.63888084,MOTO-MOTO,MOTO,MOTO,Sábado,PASAJERO_ACOMPAÑANTE,MASCULINO,28.0,2018-12-24 00:00:00,mañana,2
2018-0140,1,2018,Diciembre,22,8.0,Julieta Lanteri 1400,CALLE,LANTERI JULIETA,Sin Cruce,1,-58.36004650,-34.61381341,AUTO-AUTO,AUTO,AUTO,Sábado,CONDUCTOR,MASCULINO,78.0,2018-12-22 00:00:00,mañana,2
2018-0141,1,2018,Diciembre,22,17.0,Maza y Av. Independencia,AVENIDA,MAZA,Con Cruce,5,-58.41509546,-34.62085945,PEATON-MOTO,PEATON,MOTO,Sábado,PEATON,MASCULINO,75.0,2018-12-24 00:00:00,tarde,2
2018-0142,1,2018,Diciembre,25,13.0,"PAZ, GRAL. AV. 5172",AVENIDA,"PAZ, GRAL. AV.",Sin Cruce,12,-58.50997604,-34.57251072,CARGAS-PASAJEROS,CARGAS,PASAJEROS,Martes,PASAJERO_ACOMPAÑANTE,MASCULINO,32.0,2019-01-01 00:00:00,tarde,2
2018-0143,1,2018,Diciembre,29,5.0,"Olivera Av. y Alberdi, Juan Bautista Av.",AVENIDA,OLIVERA AV.,Con Cruce,10,-58.48606475,-34.64047818,MOTO-AUTO,MOTO,AUTO,Sábado,CONDUCTOR,MASCULINO,22.0,2018-12-29 00:00:00,madrugada,2
2019-0001,1,2019,Enero,8,8.0,"CASTILLO, RAMON S., PRES. AV. Y CALLE 12",AVENIDA,"CASTILLO, RAMON S., PRES. AV.",Con Cruce,2,-58.38526125,-34.57805810,MOTO-CARGAS,MOTO,CARGAS,Martes,CONDUCTOR,MASCULINO,25.0,2019-01-08 00:00:00,mañana,1
2019-0002,1,2019,Enero,9,4.0,"CASTAÑARES AV. Y MORENO, PERITO AV.",AVENIDA,CASTA?ARES AV.,Con Cruce,7,-58.45463662,-34.65082149,AUTO-CARGAS,AUTO,CARGAS,Miércoles,CONDUCTOR,MASCULINO,32.0,2019-01-09 00:00:00,madrugada,1
2019-0003,1,2019,Enero,12,8.0,SAN MARTIN AV. Y TERRADA,AVENIDA,SAN MARTIN AV.,Con Cruce,15,-58.49121672,-34.59718073,MOTO-AUTO,MOTO,AUTO,Sábado,CONDUCTOR,MASCULINO,23.0,2019-01-12 00:00:00,mañana,1
2019-0004,1,2019,Enero,14,19.0,"PERON, EVA AV. Y MEDINA",AVENIDA,"PERON, EVA AV.",Con Cruce,9,-58.47325712,-34.65284605,AUTO-PASAJEROS,AUTO,PASAJEROS,Lunes,CONDUCTOR,MASCULINO,71.0,2019-01-14 00:00:00,noche,1
2019-0005,1,2019,Enero,19,12.0,"JUSTO, JUAN B. AV. Y ALVAREZ JONTE AV.",AVENIDA,"JUSTO, JUAN B. AV.",Con Cruce,10,-58.52108101,-34.63382309,MOTO-CARGAS,MOTO,CARGAS,Sábado,CONDUCTOR,MASCULINO,43.0,2019-01-19 00:00:00,tarde,1
2019-0006,1,2019,Enero,23,5.0,"OBLIGADO RAFAEL, AV. COSTANERA 4650",AVENIDA,"OBLIGADO RAFAEL, AV.COSTANERA",Sin Cruce,14,-58.41652702,-34.55509606,PEATON-AUTO,PEATON,AUTO,Miércoles,PEATON,FEMENINO,12.0,2019-01-23 00:00:00,madrugada,1
2019-0007,1,2019,Enero,26,19.0,"MITRE, BARTOLOME Y YATAY",CALLE,"MITRE, BARTOLOME",Con Cruce,5,-58.42891604,-34.61071660,MOTO-AUTO,MOTO,AUTO,Sábado,CONDUCTOR,MASCULINO,35.0,2019-01-26 00:00:00,noche,1
2019-0008,1,2019,Enero,30,22.0,"PAZ, GRAL. AV. 16080",AVENIDA,"PAZ, GRAL. AV.",Sin Cruce,8,-58.47802293,-34.69156793,MULTIPLE,MOTO,MULTIPLE,Miércoles,CONDUCTOR,MASCULINO,42.0,2019-01-31 00:00:00,noche,1
2019-0009,1,2019,Enero,31,14.0,CHACABUCO Y SAN JUAN AV.,AVENIDA,CHACABUCO,Con Cruce,1,-58.37564821,-34.62200207,MOTO-AUTO,MOTO,AUTO,Jueves,CONDUCTOR,MASCULINO,34.0,2019-01-31 00:00:00,tarde,1
2019-0010,2,2019,Febrero,2,7.0,DEL LIBERTADOR AV. 4100,AVENIDA,DEL LIBERTADOR AV.,Sin Cruce,14,-58.42668489,-34.56961468,PEATON-AUTO,PEATON,AUTO,Sábado,PEATON,MASCULINO,42.0,2019-02-02 00:00:00,mañana,1
2019-0010,2,2019,Febrero,2,7.0,DEL LIBERTADOR AV. 4100,AVENIDA,DEL LIBERTADOR AV.,Sin Cruce,14,-58.42668489,-34.56961468,PEATON-AUTO,PEATON,AUTO,Sábado,PEATON,MASCULINO,59.0,2019-02-02 00:00:00,mañana,1
2019-0011,1,2019,Febrero,10,1.0,"PAZ, GRAL. AV. Y ALBERDI, JUAN BAUTISTA AV.",AVENIDA,"PAZ, GRAL. AV.",Con Cruce,9,-58.51839930,-34.66252488,PEATON-AUTO,PEATON,AUTO,Domingo,PEATON,MASCULINO,42.0,2019-02-10 00:00:00,madrugada,1
2019-0012,1,2019,Febrero,17,3.0,"CASTAÑARES AV. Y GORDILLO, TIMOTEO",AVENIDA,CASTA?ARES AV.,Con Cruce,8,-58.48432691,-34.67665828,MOTO-AUTO,MOTO,AUTO,Domingo,CONDUCTOR,MASCULINO,31.0,2019-02-20 00:00:00,madrugada,1
2019-0013,1,2019,Febrero,20,7.0,SALVIGNY Y MOM,CALLE,SALVIGNY,Con Cruce,7,-58.43383830,-34.64457699,PEATON-AUTO,PEATON,AUTO,Miércoles,PEATON,MASCULINO,39.0,2019-03-02 00:00:00,mañana,1
2019-0014,1,2019,Febrero,20,17.0,"LAMARCA, EMILIO 5402",CALLE,"LAMARCA, EMILIO",Sin Cruce,11,-58.51664939,-34.58657938,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,Miércoles,CONDUCTOR,MASCULINO,69.0,2019-02-20 00:00:00,tarde,1
2019-0015,1,2019,Febrero,23,6.0,SAN MARTIN AV. 5638,AVENIDA,SAN MARTIN AV.,Sin Cruce,11,-58.49613012,-34.59703502,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,Sábado,CONDUCTOR,MASCULINO,21.0,2019-02-23 00:00:00,mañana,1
2019-0016,1,2019,Febrero,24,2.0,"CARRILLO, RAMON, DR. Y FINOCHIETTO ENRIQUE DR.",CALLE,"CARRILLO, RAMON, DR.",Con Cruce,4,-58.38313603,-34.63356284,MOTO-PASAJEROS,MOTO,PASAJEROS,Domingo,CONDUCTOR,MASCULINO,40.0,2019-02-24 00:00:00,madrugada,1
2019-0017,1,2019,Marzo,3,7.0,MEXICO Y PICHINCHA,CALLE,MEXICO,Con Cruce,3,-58.39914719,-34.61632317,AUTO-PASAJEROS,AUTO,PASAJEROS,Domingo,CONDUCTOR,MASCULINO,22.0,2019-03-07 00:00:00,mañana,1
2019-0018,1,2019,Marzo,3,23.0,"CANTILO, INT. Y UDAONDO, GUILLERMO AV.",AUTOPISTA,"CANTILO, INT.",Con Cruce,13,-58.44927253,-34.54048625,PEATON-AUTO,PEATON,AUTO,Domingo,PEATON,FEMENINO,29.0,2019-03-03 00:00:00,noche,1
2019-0019,1,2019,Marzo,6,12.0,DEL LIBERTADOR AV. 6326,AVENIDA,DEL LIBERTADOR AV.,Sin Cruce,13,-58.45049163,-34.55374003,MOTO-AUTO,MOTO,AUTO,Miércoles,CONDUCTOR,MASCULINO,42.0,26/03/2019,tarde,1
2019-0020,1,2019,Marzo,7,21.0,CHICLANA AV. 3444,AVENIDA,CHICLANA AV.,Sin Cruce,5,-58.41288952,-34.63572989,MOTO-AUTO,MOTO,AUTO,Jueves,CONDUCTOR,MASCULINO,43.0,2019-03-07 00:00:00,noche,1
2019-0021,1,2019,Marzo,15,22.0,BOYACA AV. Y YERBAL,AVENIDA,BOYACA AV.,Con Cruce,7,-58.45743597,-34.62561234,MOTO-AUTO,MOTO,AUTO,Viernes,CONDUCTOR,MASCULINO,23.0,2019-03-16 00:00:00,noche,1
2019-0023,1,2019,Marzo,16,8.0,"PAZ, GRAL. AV. Y JACQUES, AMADEO",AVENIDA,"PAZ, GRAL. AV.",Con Cruce,9,-58.52922765,-34.63637963,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,Sábado,CONDUCTOR,MASCULINO,34.0,2019-03-16 00:00:00,mañana,1
2019-0024,1,2019,Marzo,19,7.0,ANTARTIDA ARGENTINA AV. 1325,AVENIDA,ANTARTIDA ARGENTINA AV.,Sin Cruce,1,-58.37208118,-34.58541957,MOTO-CARGAS,MOTO,CARGAS,Martes,CONDUCTOR,MASCULINO,32.0,2019-03-19 00:00:00,mañana,1
2019-0025,1,2019,Marzo,22,13.0,"MITRE, BARTOLOME Y SANCHEZ DE BUSTAMANTE",CALLE,"MITRE, BARTOLOME",Con Cruce,5,-58.41458534,-34.60937557,PEATON-AUTO,PEATON,AUTO,Viernes,PEATON,MASCULINO,27.0,2019-04-04 00:00:00,tarde,1
2019-0026,1,2019,Marzo,28,7.0,"FERNANDEZ DE LA CRUZ, F. , GRAL. AV. Y LARRAZABAL",AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",Con Cruce,8,-58.47976785,-34.69153196,PEATON-PASAJEROS,PEATON,PASAJEROS,Jueves,PEATON,MASCULINO,42.0,2019-03-28 00:00:00,mañana,1
2019-0027,1,2019,Marzo,28,11.0,SANTA FE AV. Y AZCUENAGA,AVENIDA,SANTA FE AV.,Con Cruce,2,-58.39990285,-34.59511714,MULTIPLE,BICICLETA,MULTIPLE,Jueves,CICLISTA,MASCULINO,37.0,2019-03-28 00:00:00,mañana,1
2019-0028,1,2019,Abril,6,9.0,"JUSTO, JUAN B. AV. y OROÑO, NICASIO",AVENIDA,"JUSTO, JUAN B. AV.",Con Cruce,11,-58.46051346,-34.60588536,PEATON-PASAJEROS,PEATON,PASAJEROS,Sábado,PEATON,FEMENINO,42.0,2019-04-06 00:00:00,mañana,1
2019-0029,1,2019,Abril,7,10.0,"FERNANDEZ DE LA CRUZ, F. , GRAL. AV. Y LACARRA AV.",AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",Con Cruce,8,-58.47976785,-34.69153196,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,Domingo,CONDUCTOR,MASCULINO,27.0,2019-04-07 00:00:00,mañana,1
2019-0030,1,2019,Abril,9,16.0,"ALVAREZ, DONATO, TTE. GRAL. Y YERBAL",CALLE,"ALVAREZ, DONATO, TTE. GRAL.",Con Cruce,7,-58.45457546,-34.62447891,MOTO-CARGAS,MOTO,CARGAS,Martes,CONDUCTOR,MASCULINO,25.0,2019-04-09 00:00:00,tarde,1
2019-0031,1,2019,Abril,12,19.0,"CORDOBA AV. Y MADERO, EDUARDO AV.",AVENIDA,CORDOBA AV.,Con Cruce,1,-58.36951669,-34.59832047,BICICLETA-CARGAS,BICICLETA,CARGAS,Viernes,CICLISTA,MASCULINO,20.0,2019-04-12 00:00:00,noche,1
2019-0032,1,2019,Abril,16,11.0,"CAMARONES Y ALVAREZ, DONATO, TTE. GRAL. AV.",AVENIDA,CAMARONES,Con Cruce,11,-58.46415322,-34.60443790,PEATON-AUTO,PEATON,AUTO,Martes,PEATON,FEMENINO,83.0,2019-04-18 00:00:00,mañana,1
2019-0034,1,2019,Abril,21,9.0,"MORENO, PERITO AV. 3050",AVENIDA,"MORENO, PERITO AV.",Sin Cruce,7,-58.45537373,-34.65093074,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,Domingo,CONDUCTOR,MASCULINO,42.0,2019-04-21 00:00:00,mañana,1
2019-0035,1,2019,Abril,23,14.0,SUIPACHA 665,CALLE,SUIPACHA,Sin Cruce,1,-58.37942637,-34.60053054,PEATON-BICICLETA,PEATON,BICICLETA,Martes,PEATON,FEMENINO,75.0,2019-04-23 00:00:00,tarde,1
